Species_ID,NCBI RefSeq,Superkingdom
2734284,NC_047991.1, Viruses 
2734286,NC_048154.1, Viruses 
2734287,NC_047876.1, Viruses 
2734291,NC_048097.1, Viruses 
2734292,NC_047992.1, Viruses 
2734351,NC_013133.1, Viruses 
2734373,NC_025362.1, Viruses 
2734374,NC_055531.1, Viruses 
2734396,NC_028484.1, Viruses 
2734398,NC_025340.1, Viruses 
2734407,NC_025399.1, Viruses 
2734410,NC_040664.1, Viruses 
2734484,NC_055390.1, Viruses 
2734500,NC_046961.1, Viruses 
2734501,NC_046959.1, Viruses 
2734502,NC_046958.1, Viruses 
2734512,NC_046960.1, Viruses 
2734513,NC_046957.1, Viruses 
2734535,NC_075987.1, Viruses 
2734536,NC_075281.1, Viruses 
2734555,NC_076006.1, Viruses 
2734566,NC_024704.1, Viruses 
2734572,NC_055228.1, Viruses 
2734573,NC_037656.1, Viruses 
2734576,NC_027707.1, Viruses 
2734584,NC_048037.1, Viruses 
2734587,NC_075999.1, Viruses 
2734588,NC_055480.1, Viruses 
2734591,NC_047837.1, Viruses 
2734593,NC_048199.1, Viruses 
27350,NC_063027.1, Eukaryota 
2735133,NZ_CP053344.1, Bacteria 
2735436,NZ_AP024412.1, Bacteria 
2735562,NZ_CP054059.1, Bacteria 
2735563,NZ_CP053482.1, Bacteria 
2736,NZ_ABIZ01000001.1, Bacteria 
273810,NC_043180.1, Viruses 
2738883,NZ_CP054491.1, Bacteria 
2739061,NZ_CP054143.1, Bacteria 
2739434,NZ_CP058627.1, Bacteria 
274,NC_006461.1, Bacteria 
2740163,NZ_AP025516.1, Bacteria 
2740515,NZ_AP023212.1, Bacteria 
2740807,NZ_CP050695.1, Bacteria 
2741717,NC_008198.1, Viruses 
2742145,NZ_CP054836.1, Bacteria 
2742204,NZ_CP054476.1, Bacteria 
2742683,NZ_CP054394.1, Bacteria 
2743,NC_017067.1, Bacteria 
2743090,NZ_CP058529.1, Archaea 
2743772,NZ_AP023366.1, Bacteria 
2744027,NZ_CP049057.1, Bacteria 
2744479,NZ_CP059888.1, Bacteria 
2745133,NC_022564.1, Viruses 
2745197,NZ_CP055153.1, Bacteria 
2746,NC_014532.2, Bacteria 
2746072,NC_073033.1, Viruses 
2746925,NC_032430.1, Viruses 
2747210,NC_003696.1, Viruses 
2747319,NC_012558.1, Viruses 
2747323,NC_017088.1, Viruses 
2747343,NC_007918.1, Viruses 
2747493,NC_025359.1, Viruses 
2748098,NZ_CP049056.1, Bacteria 
2748760,NC_019408.1, Viruses 
2748764,NC_002730.1, Viruses 
2748958,NC_018136.1, Viruses 
2748968,NC_005974.1, Viruses 
2749086,NZ_CP058669.1, Bacteria 
2749931,NC_007914.1, Viruses 
2751313,NZ_CP059066.1, Bacteria 
2755338,NZ_CP060096.1, Bacteria 
2756,NZ_CP016839.1, Bacteria 
2758038,NZ_CP049811.1, Bacteria 
2758041,NZ_CP059692.1, Bacteria 
2758440,NZ_CP059492.1, Bacteria 
2758442,NZ_CP059493.1, Bacteria 
2759707,NZ_CP059851.1, Bacteria 
2760713,NZ_CP060007.1, Bacteria 
2761539,NC_054898.2, Viruses 
2761580,NZ_CP060139.1, Bacteria 
2762277,NZ_CP060244.1, Bacteria 
2762729,NZ_CP060495.1, Bacteria 
2763056,NZ_CP060490.1, Bacteria 
2763107,NZ_CP060394.1, Bacteria 
2763667,NZ_CP060635.1, Bacteria 
2763669,NZ_CP060634.1, Bacteria 
2763670,NZ_CP060632.1, Bacteria 
2763672,NZ_CP060633.1, Bacteria 
2764705,NZ_AP023423.1, Bacteria 
2767188,NZ_CP060698.1, Bacteria 
277,NC_021081.1, Bacteria 
2770551,NZ_CP072113.1, Bacteria 
2771361,NZ_CP061718.1, Bacteria 
2771430,NZ_CP065592.1, Bacteria 
2772557,NZ_AP024086.1, Bacteria 
2773266,NZ_LR882035.1, Bacteria 
2773299,NZ_CP045508.1, Bacteria 
2774151,NZ_CP053452.2, Bacteria 
2775080,NZ_CP062788.1, Bacteria 
2778876,NZ_AP024110.1, Bacteria 
2779360,NZ_CP063203.1, Bacteria 
2779519,NZ_CP063767.1, Bacteria 
2779527,NZ_CP063302.1, Bacteria 
2780922,NZ_AP023321.1, Bacteria 
2781390,NZ_CP063663.1, Bacteria 
2782006,NZ_CP063779.1, Bacteria 
2782163,NZ_CP048914.1, Bacteria 
2784880,NZ_CP064786.1, Archaea 
2785025,NZ_AP024169.1, Bacteria 
2789216,NZ_CP043489.1, Bacteria 
2789776,NZ_CP045851.1, Bacteria 
2789856,NZ_CP064942.1, Bacteria 
2792603,NZ_CP017448.1, Bacteria 
279280,NC_005887.1, Viruses 
2792978,NZ_CP029984.1, Bacteria 
279383,NC_006938.1, Viruses 
2794344,NZ_CP066167.1, Bacteria 
2795293,NZ_AP024233.1, Bacteria 
279538,NC_006264.1, Viruses 
2795690,NZ_AP024269.1, Bacteria 
2796139,NZ_CP066203.1, Bacteria 
2796927,NZ_AP024619.1, Bacteria 
2798577,NZ_CP067089.2, Bacteria 
280036,NC_043718.1, Eukaryota 
280236,NZ_CP022753.1, Bacteria 
28038,NZ_CP026116.1, Bacteria 
280473,NZ_LT838813.1, Bacteria 
28049,NC_008578.1, Bacteria 
2806210,NZ_CP092104.1, Bacteria 
2806552,NZ_CP069178.1, Bacteria 
2806609,NZ_CP069247.1, Bacteria 
28068,NC_017075.1, Bacteria 
280701,NC_006552.1, Viruses 
2807096,NZ_CP069370.1, Bacteria 
2807512,NZ_CP063458.1, Bacteria 
280754,NC_035790.1, Eukaryota 
2807626,NZ_CP070304.1, Bacteria 
28077,NZ_CP022110.1, Bacteria 
2809020,NZ_CP069798.1, Bacteria 
2809707,NZ_CP069620.1, Bacteria 
2810512,NZ_CP070608.1, Bacteria 
2810562,NZ_AP024488.1, Bacteria 
2811108,NZ_CP070496.1, Bacteria 
2811111,NZ_CP070499.1, Bacteria 
28112,NC_016610.1, Bacteria 
281120,NC_010830.1, Bacteria 
2811415,NZ_CP071060.1, Bacteria 
28118,NZ_CP086000.1, Bacteria 
28132,NC_014370.1, Bacteria 
2813371,NZ_CP081135.1, Bacteria 
2813578,NZ_CP071090.1, Bacteria 
2815577,NZ_CP071444.1, Bacteria 
2816908,NZ_CP071445.1, Bacteria 
2818388,NZ_CP071793.1, Bacteria 
28187,NC_014378.1, Bacteria 
2819238,NZ_CP071868.1, Bacteria 
28197,NC_017187.1, Bacteria 
28199,NC_014166.1, Bacteria 
2820278,NZ_CP072392.1, Bacteria 
2820661,NZ_OU342399.1, Bacteria 
2820710,NZ_CP072110.1, Bacteria 
2820884,NZ_CP072467.1, Bacteria 
28223,NC_018645.1, Bacteria 
28227,NC_004432.1, Bacteria 
28229,NC_003910.7, Bacteria 
28251,NZ_CP006828.1, Bacteria 
28262,NC_011296.1, Bacteria 
2828656,NZ_CP073355.1, Bacteria 
28295,NC_003436.1, Viruses 
2829569,NZ_CP073745.1, Bacteria 
2829795,NZ_OU015584.1, Bacteria 
2829812,NZ_CP073586.1, Bacteria 
2830842,NZ_CP073751.1, Bacteria 
2831148,NZ_CP074570.1, Bacteria 
28321,NC_002520.1, Viruses 
2834459,NZ_CP078089.1, Bacteria 
2834768,NZ_CP075361.1, Bacteria 
28355,NC_003672.1, Viruses 
2835787,NZ_CP081848.1, Bacteria 
283811,NC_013947.1, Bacteria 
2838156,NZ_CP092334.1, Bacteria 
2839024,NZ_CP076024.1, Bacteria 
284016,NC_011144.1, Bacteria 
2840183,NZ_AP024718.1, Bacteria 
2841257,NZ_CP064789.1, Archaea 
2841264,NZ_CP076459.1, Bacteria 
2841282,NC_048709.1, Viruses 
2841283,NC_048827.1, Viruses 
2841302,NC_048660.1, Viruses 
2841303,NC_048765.1, Viruses 
2843215,NZ_CP064655.1, Bacteria 
2843330,NZ_CP076448.1, Bacteria 
2843613,NC_074210.1, Viruses 
2843619,NC_074213.1, Viruses 
2843621,NC_054971.1, Viruses 
2843625,NC_049849.1, Viruses 
2843626,NC_028908.2, Viruses 
2843628,NC_049445.1, Viruses 
2843629,NC_014661.1, Viruses 
2843630,NC_014663.1, Viruses 
2843639,NC_023581.1, Viruses 
2843640,NC_018087.3, Viruses 
2843641,NC_049438.1, Viruses 
2843643,NC_073858.1, Viruses 
2843644,NC_074214.1, Viruses 
2843645,NC_048651.1, Viruses 
2843646,NC_048769.1, Viruses 
2843653,NC_019538.1, Viruses 
2843654,NC_048774.1, Viruses 
2843657,NC_073859.1, Viruses 
2843658,NC_074175.1, Viruses 
2843668,NC_074224.1, Viruses 
2843672,NC_074145.1, Viruses 
2843674,NC_076112.1, Viruses 
2843676,NC_005872.1, Viruses 
2843679,NC_029548.1, Viruses 
2843681,NC_048847.1, Viruses 
2843682,NC_048878.1, Viruses 
2843683,NC_073860.1, Viruses 
2843684,NC_024358.1, Viruses 
2843687,NC_073862.1, Viruses 
2843690,NC_073865.1, Viruses 
2843691,NC_073762.1, Viruses 
2843692,NC_074146.1, Viruses 
2843693,NC_073866.1, Viruses 
2843695,NC_048701.1, Viruses 
2843696,NC_002700.2, Viruses 
2843700,NC_074227.1, Viruses 
2843701,NC_073763.1, Viruses 
2843704,NC_026760.1, Viruses 
2843705,NC_073867.1, Viruses 
2843707,NC_074228.1, Viruses 
2843716,NC_074237.1, Viruses 
2843718,NC_073765.1, Viruses 
2843719,NC_074239.1, Viruses 
2843722,NC_049498.1, Viruses 
2843723,NC_048739.1, Viruses 
2843726,NC_049473.1, Viruses 
2843729,NC_049478.1, Viruses 
2843731,NC_055033.1, Viruses 
2843732,NC_049470.1, Viruses 
2843733,NC_049465.1, Viruses 
2843737,NC_074241.1, Viruses 
2843739,NC_073869.1, Viruses 
2843743,NC_076492.1, Viruses 
2843747,NC_025375.1, Viruses 
2843749,NC_048735.1, Viruses 
2843750,NC_031121.2, Viruses 
2843751,NC_048762.1, Viruses 
2843752,NC_006557.1, Viruses 
2843753,NC_019515.1, Viruses 
2843754,NC_048640.1, Viruses 
2843756,NC_048726.1, Viruses 
2843757,NC_018277.1, Viruses 
2843759,NC_018085.1, Viruses 
2843760,NC_048698.1, Viruses 
2843762,NC_049967.1, Viruses 
2843765,NC_048667.1, Viruses 
2843766,NC_030920.1, Viruses 
2843771,NC_049960.1, Viruses 
2843773,NC_049970.1, Viruses 
2843775,NC_021336.1, Viruses 
2843777,NC_017976.1, Viruses 
2843778,NC_020883.1, Viruses 
2843780,NC_031055.1, Viruses 
2843781,NC_049971.1, Viruses 
2843786,NC_028789.1, Viruses 
2843787,NC_025424.1, Viruses 
2843790,NC_004167.1, Viruses 
2843791,NC_029008.1, Viruses 
2843793,NC_048797.1, Viruses 
2843794,NC_048652.1, Viruses 
2843795,NC_073766.1, Viruses 
2843803,NC_074248.1, Viruses 
2843829,NC_073871.1, Viruses 
2843832,NC_073872.1, Viruses 
2843834,NC_073873.1, Viruses 
2843835,NC_073874.1, Viruses 
2843836,NC_074274.1, Viruses 
2843837,NC_074275.1, Viruses 
2843838,NC_073875.1, Viruses 
2843839,NC_073853.1, Viruses 
2843840,NC_076111.1, Viruses 
2843841,NC_038931.1, Viruses 
2843842,NC_074276.1, Viruses 
2843845,NC_074279.1, Viruses 
2843846,NC_048859.1, Viruses 
2843848,NC_073876.1, Viruses 
2843849,NC_073768.1, Viruses 
2843850,NC_073877.1, Viruses 
2843851,NC_073878.1, Viruses 
2843855,NC_073770.1, Viruses 
2843857,NC_073879.1, Viruses 
2843858,NC_073880.1, Viruses 
2843859,NC_031079.1, Viruses 
2843860,NC_073881.1, Viruses 
2843864,NC_074176.1, Viruses 
2843865,NC_030124.1, Viruses 
2843866,NC_073885.1, Viruses 
2843867,NC_043471.1, Viruses 
2843869,NC_030129.1, Viruses 
2843872,NC_043483.1, Viruses 
2843875,NC_009452.1, Viruses 
2843878,NC_030123.1, Viruses 
2843881,NC_073886.1, Viruses 
2843882,NC_054989.1, Viruses 
2843883,NC_074280.1, Viruses 
2843890,NC_073892.1, Viruses 
2843895,NC_073895.1, Viruses 
2843896,NC_049850.1, Viruses 
2843899,NC_073896.1, Viruses 
2843900,NC_074281.1, Viruses 
2843902,NC_073898.1, Viruses 
2843903,NC_074282.1, Viruses 
2843904,NC_073771.1, Viruses 
2843905,NC_073899.1, Viruses 
2843918,NC_074283.1, Viruses 
2843919,NC_073901.1, Viruses 
2843923,NC_019453.1, Viruses 
2843924,NC_073904.1, Viruses 
2843925,NC_074177.1, Viruses 
2843927,NC_073905.1, Viruses 
2843929,NC_073907.1, Viruses 
2843935,NC_031248.1, Viruses 
2843937,NC_073912.1, Viruses 
2843939,NC_074552.1, Viruses 
2843940,NC_073772.1, Viruses 
2843942,NC_074285.1, Viruses 
2843943,NC_073913.1, Viruses 
2843944,NC_073914.1, Viruses 
2843945,NC_074286.1, Viruses 
2843946,NC_073773.1, Viruses 
2843947,NC_033291.1, Viruses 
2843949,NC_073774.1, Viruses 
2843951,NC_073915.1, Viruses 
2843953,NC_027988.2, Viruses 
2843965,NC_074287.1, Viruses 
2843969,NC_009231.1, Viruses 
2843972,NC_011398.1, Viruses 
2843973,NC_015568.1, Viruses 
2843984,NC_019422.1, Viruses 
2843988,NC_048629.1, Viruses 
2843989,NC_019523.1, Viruses 
2843990,NC_017980.1, Viruses 
2843993,NC_048712.1, Viruses 
2843995,NC_074289.1, Viruses 
2844009,NC_073924.1, Viruses 
2844013,NC_074291.1, Viruses 
2844020,NC_030128.1, Viruses 
2844030,NC_073926.1, Viruses 
2844032,NC_048664.1, Viruses 
2844037,NC_028265.1, Viruses 
2844042,NC_074292.1, Viruses 
2844049,NC_019920.1, Viruses 
2844050,NC_010985.1, Viruses 
2844051,NC_076417.1, Viruses 
2844053,NC_074178.1, Viruses 
2844054,NC_073928.1, Viruses 
2844059,NC_073929.1, Viruses 
2844063,NC_073930.1, Viruses 
2844068,NC_073934.1, Viruses 
2844069,NC_074179.1, Viruses 
2844070,NC_074180.1, Viruses 
2844071,NC_027348.2, Viruses 
2844081,NC_073935.1, Viruses 
2844082,NC_073936.1, Viruses 
2844083,NC_074147.1, Viruses 
2844084,NC_073937.1, Viruses 
2844086,NC_074148.1, Viruses 
2844087,NC_049371.1, Viruses 
2844090,NC_073775.1, Viruses 
2844091,NC_076411.1, Viruses 
2844092,NC_073938.1, Viruses 
2844093,NC_074570.1, Viruses 
2844094,NC_076158.1, Viruses 
2844096,NC_073939.1, Viruses 
2844097,NC_039056.1, Viruses 
2844098,NC_030125.1, Viruses 
2844107,NC_073778.1, Viruses 
2844108,NC_073940.1, Viruses 
2844109,NC_028683.1, Viruses 
2844116,NC_019707.1, Viruses 
2844118,NC_074572.1, Viruses 
2844120,NC_019485.1, Viruses 
2844122,NC_049429.1, Viruses 
2844125,NC_004813.1, Viruses 
2844127,NC_019710.1, Viruses 
2844136,NC_019706.1, Viruses 
2844138,NC_019708.1, Viruses 
2844144,NC_025467.1, Viruses 
2844149,NC_049931.1, Viruses 
2844152,NC_048874.1, Viruses 
2844153,NC_076202.1, Viruses 
2844154,NC_074149.1, Viruses 
2844160,NC_074573.1, Viruses 
2844161,NC_074294.1, Viruses 
2844164,NC_019514.1, Viruses 
2844165,NC_048807.1, Viruses 
2844166,NC_049510.1, Viruses 
2844167,NC_049813.1, Viruses 
2844169,NC_011357.1, Viruses 
2844170,NC_049947.1, Viruses 
2844171,NC_049952.1, Viruses 
2844172,NC_049954.1, Viruses 
2844174,NC_049946.1, Viruses 
2844175,NC_049466.2, Viruses 
2844204,NC_054894.1, Viruses 
2844233,NC_054893.1, Viruses 
2844234,NC_049941.1, Viruses 
2844247,NC_049953.1, Viruses 
2844270,NC_074150.1, Viruses 
2844273,NC_076187.1, Viruses 
2844275,NC_074295.1, Viruses 
2844276,NC_073942.1, Viruses 
2844278,NC_074152.1, Viruses 
2844279,NC_073943.1, Viruses 
2844280,NC_074575.1, Viruses 
2844281,NC_076401.1, Viruses 
2844282,NC_074576.1, Viruses 
2844284,NC_073779.1, Viruses 
2844285,NC_073944.1, Viruses 
2844286,NC_048831.1, Viruses 
2844287,NC_048832.1, Viruses 
2844288,NC_048833.1, Viruses 
2844289,NC_048834.1, Viruses 
2844291,NC_048829.1, Viruses 
2844300,NC_048843.1, Viruses 
2844302,NC_074577.1, Viruses 
2844303,NC_074578.1, Viruses 
2844304,NC_025382.1, Viruses 
2844306,NC_074296.1, Viruses 
2844309,NC_055035.1, Viruses 
2844310,NC_073945.1, Viruses 
2844311,NC_073946.1, Viruses 
2844312,NC_074297.1, Viruses 
2844405,NC_074298.1, Viruses 
2844406,NC_073947.1, Viruses 
2844407,NC_073948.1, Viruses 
2844408,NC_074299.1, Viruses 
2844522,NC_013116.1, Viruses 
2844539,NC_023870.1, Viruses 
2844554,NC_026161.1, Viruses 
2844568,NC_023872.1, Viruses 
28446,NZ_CP014223.1, Bacteria 
2844612,NC_033747.1, Viruses 
2844626,NC_024690.1, Viruses 
2844641,NC_025729.1, Viruses 
2844644,NC_025728.1, Viruses 
2844645,NC_078277.1, Viruses 
2844646,NC_028459.1, Viruses 
2844649,NC_074581.1, Viruses 
2844650,NC_074181.1, Viruses 
2844652,NC_074583.1, Viruses 
2844653,NC_073949.1, Viruses 
2844654,NC_073950.1, Viruses 
2844656,NC_073952.1, Viruses 
2844657,NC_073780.1, Viruses 
2844666,NC_048812.1, Viruses 
2844673,NC_048749.1, Viruses 
2844675,NC_048876.1, Viruses 
2844677,NC_048817.1, Viruses 
2844680,NC_073953.1, Viruses 
28447,NZ_CP033724.1, Bacteria 
2844760,NC_074323.1, Viruses 
2844785,NC_074562.1, Viruses 
2844793,NC_074351.1, Viruses 
2844798,NC_073954.1, Viruses 
2844808,NC_019922.1, Viruses 
2844809,NC_073955.1, Viruses 
2844810,NC_074356.1, Viruses 
2844811,NC_073956.1, Viruses 
2844816,NC_003345.2, Viruses 
2844819,NC_074182.1, Viruses 
2844820,NC_073781.1, Viruses 
2844822,NC_073782.1, Viruses 
2844825,NC_074357.1, Viruses 
2844831,NC_073958.1, Viruses 
2844832,NC_074153.1, Viruses 
2844835,NC_073783.1, Viruses 
2844838,NC_074360.1, Viruses 
2844847,NC_074369.1, Viruses 
2844856,NC_029314.1, Viruses 
2844862,NC_032907.1, Viruses 
2844963,NC_032783.1, Viruses 
2844975,NC_074381.1, Viruses 
2844979,NC_073784.1, Viruses 
2844980,NC_073959.1, Viruses 
2844981,NC_004462.2, Viruses 
2844983,NC_073785.1, Viruses 
2844985,NC_074385.1, Viruses 
2844986,NC_074386.1, Viruses 
2844988,NC_074387.1, Viruses 
2844989,NC_074388.1, Viruses 
2844994,NC_073786.1, Viruses 
2845000,NC_004087.1, Viruses 
2845003,NC_073792.1, Viruses 
2845004,NC_073960.1, Viruses 
2845005,NC_073961.1, Viruses 
2845006,NC_073962.1, Viruses 
2845008,NC_073964.1, Viruses 
2845010,NC_076251.1, Viruses 
2845012,NC_074154.1, Viruses 
2845016,NC_074157.1, Viruses 
2845018,NC_073793.1, Viruses 
2845019,NC_073966.1, Viruses 
2845020,NC_073967.1, Viruses 
2845021,NC_073794.1, Viruses 
2845023,NC_009965.1, Viruses 
2845024,NC_074183.1, Viruses 
2845025,NC_074389.1, Viruses 
2845027,NC_074635.1, Viruses 
2845028,NC_074159.1, Viruses 
2845030,NC_073968.1, Viruses 
2845031,NC_074390.1, Viruses 
2845032,NC_073969.1, Viruses 
2845035,NC_073971.1, Viruses 
2845036,NC_073972.1, Viruses 
2845037,NC_074184.1, Viruses 
2845038,NC_074185.1, Viruses 
2845039,NC_073854.1, Viruses 
2845040,NC_074391.1, Viruses 
2845043,NC_074394.1, Viruses 
2845044,NC_073973.1, Viruses 
2845046,NC_073975.1, Viruses 
2845055,NC_074403.1, Viruses 
2845056,NC_073976.1, Viruses 
2845058,NC_074186.1, Viruses 
2845059,NC_073795.1, Viruses 
2845060,NC_073978.1, Viruses 
2845062,NC_074187.1, Viruses 
2845064,NC_073796.1, Viruses 
2845065,NC_073979.1, Viruses 
2845066,NC_074404.1, Viruses 
2845069,NC_073797.1, Viruses 
2845070,NC_074405.1, Viruses 
2845071,NC_073980.1, Viruses 
2845073,NC_073981.1, Viruses 
2845079,NC_048694.1, Viruses 
2845083,NC_028659.1, Viruses 
2845088,NC_048700.1, Viruses 
2845093,NC_048670.1, Viruses 
2845095,NC_049444.1, Viruses 
2845097,NC_049451.1, Viruses 
2845099,NC_049450.1, Viruses 
2845109,NC_054966.1, Viruses 
2845112,NC_073855.1, Viruses 
2845113,NC_073982.1, Viruses 
2845114,NC_074188.1, Viruses 
2845117,NC_073983.1, Viruses 
2845118,NC_073798.1, Viruses 
2845119,NC_073799.1, Viruses 
2845120,NC_073984.1, Viruses 
2845123,NC_074407.1, Viruses 
2845126,NC_048753.1, Viruses 
2845127,NC_048752.1, Viruses 
2845128,NC_004112.1, Viruses 
2845129,NC_048737.1, Viruses 
2845131,NC_028835.1, Viruses 
2845132,NC_022756.1, Viruses 
2845133,NC_019486.1, Viruses 
2845135,NC_007501.1, Viruses 
2845136,NC_029058.1, Viruses 
2845137,NC_048677.1, Viruses 
2845138,NC_011104.1, Viruses 
2845140,NC_031036.1, Viruses 
2845143,NC_048625.1, Viruses 
2845144,NC_028830.1, Viruses 
2845146,NC_028783.1, Viruses 
2845147,NC_005893.1, Viruses 
2845151,NC_027120.1, Viruses 
2845155,NC_010576.1, Viruses 
2845184,NC_015263.1, Viruses 
2845191,NC_002796.1, Viruses 
2845386,NC_021861.1, Viruses 
2845410,NC_029118.1, Viruses 
2845427,NC_012663.1, Viruses 
2845428,NC_024203.1, Viruses 
2845441,NC_055050.1, Viruses 
2845460,NC_008364.1, Viruses 
2845482,NC_073800.1, Viruses 
2845483,NC_074408.1, Viruses 
2845484,NC_074409.1, Viruses 
2845488,NC_074413.1, Viruses 
2845491,NC_073801.1, Viruses 
2845498,NC_048671.1, Viruses 
2845499,NC_076025.1, Viruses 
2845501,NC_048892.1, Viruses 
2845502,NC_048678.1, Viruses 
2845508,NC_055037.1, Viruses 
2845510,NC_074416.1, Viruses 
2845512,NC_074417.1, Viruses 
2845517,NC_032143.1, Viruses 
2845519,NC_074191.1, Viruses 
2845520,NC_009812.1, Viruses 
2845521,NC_024387.1, Viruses 
2845526,NC_073807.1, Viruses 
2845531,NC_073985.1, Viruses 
2845532,NC_074419.1, Viruses 
2845533,NC_075991.1, Viruses 
2845534,NC_074192.1, Viruses 
2845536,NC_074421.1, Viruses 
2845538,NC_073986.1, Viruses 
2845545,NC_074424.1, Viruses 
2845548,NC_073987.1, Viruses 
2845550,NC_073989.1, Viruses 
2845552,NC_074427.1, Viruses 
2845553,NC_074428.1, Viruses 
2845556,NC_073811.1, Viruses 
2845558,NC_074429.1, Viruses 
2845559,NC_074430.1, Viruses 
2845561,NC_073991.1, Viruses 
2845564,NC_073993.1, Viruses 
2845565,NC_074160.1, Viruses 
2845569,NC_073994.1, Viruses 
2845570,NC_073995.1, Viruses 
2845573,NC_074193.1, Viruses 
2845574,NC_076404.1, Viruses 
2845575,NC_073996.1, Viruses 
2845577,NC_073997.1, Viruses 
2845578,NC_073998.1, Viruses 
2845579,NC_074554.1, Viruses 
2845580,NC_073999.1, Viruses 
2845584,NC_074000.1, Viruses 
2845585,NC_074431.1, Viruses 
2845587,NC_048761.1, Viruses 
2845588,NC_048778.1, Viruses 
2845591,NC_048733.1, Viruses 
2845604,NC_074006.1, Viruses 
2845607,NC_074432.1, Viruses 
2845608,NC_003638.1, Viruses 
2845610,NC_074161.1, Viruses 
2845613,NC_074010.1, Viruses 
2845615,NC_074433.1, Viruses 
2845617,NC_073812.1, Viruses 
2845625,NC_028243.1, Viruses 
2845627,NC_074434.1, Viruses 
2845631,NC_073813.1, Viruses 
2845635,NC_074440.1, Viruses 
2845636,NC_074012.1, Viruses 
2845638,NC_073814.1, Viruses 
2845639,NC_028263.1, Viruses 
2845643,NC_074017.1, Viruses 
2845647,NC_074020.1, Viruses 
2845648,NC_048850.1, Viruses 
2845649,NC_048696.1, Viruses 
2845650,NC_023744.1, Viruses 
2845652,NC_048734.1, Viruses 
2845653,NC_048824.1, Viruses 
2845655,NC_026597.1, Viruses 
2845656,NC_026588.1, Viruses 
2845657,NC_048705.1, Viruses 
2845660,NC_032245.1, Viruses 
2845661,NC_074021.1, Viruses 
2845663,NC_074023.1, Viruses 
2845664,NC_074024.1, Viruses 
2845665,NC_074025.1, Viruses 
2845669,NC_004084.1, Viruses 
2845670,NC_076250.1, Viruses 
2845671,NC_074194.1, Viruses 
2845672,NC_074195.1, Viruses 
2845673,NC_073815.1, Viruses 
2845674,NC_074441.1, Viruses 
2845676,NC_073816.1, Viruses 
2845678,NC_074028.1, Viruses 
2845679,NC_074555.1, Viruses 
2845680,NC_076200.1, Viruses 
2845681,NC_073817.1, Viruses 
2845682,NC_074442.1, Viruses 
2845684,NC_074029.1, Viruses 
2845685,NC_074030.1, Viruses 
2845688,NC_048637.1, Viruses 
2845692,NC_074033.1, Viruses 
2845693,NC_074034.1, Viruses 
2845694,NC_074196.1, Viruses 
2845695,NC_076468.1, Viruses 
2845696,NC_074035.1, Viruses 
2845697,NC_074444.1, Viruses 
2845698,NC_074163.1, Viruses 
2845700,NC_032956.1, Viruses 
2845702,NC_074164.1, Viruses 
2845703,NC_023559.1, Viruses 
2845713,NC_031214.1, Viruses 
2845714,NC_074036.1, Viruses 
2845715,NC_074037.1, Viruses 
2845716,NC_074038.1, Viruses 
2845717,NC_074039.1, Viruses 
2845718,NC_074040.1, Viruses 
2845720,NC_074041.1, Viruses 
2845724,NC_074045.1, Viruses 
2845728,NC_074197.1, Viruses 
2845734,NC_054984.1, Viruses 
2845743,NC_021865.1, Viruses 
2845749,NC_054985.1, Viruses 
2845751,NC_073818.1, Viruses 
2845752,NC_074200.1, Viruses 
2845753,NC_074445.1, Viruses 
2845755,NC_074048.1, Viruses 
2845756,NC_048796.1, Viruses 
2845758,NC_048751.1, Viruses 
2845768,NC_074446.1, Viruses 
2845769,NC_055064.1, Viruses 
2845771,NC_055063.1, Viruses 
2845773,NC_074049.1, Viruses 
2845776,NC_048653.1, Viruses 
2845780,NC_032427.1, Viruses 
2845781,NC_074050.1, Viruses 
2845783,NC_074052.1, Viruses 
2845793,NC_076209.1, Viruses 
2845798,NC_001628.1, Viruses 
2845801,NC_074447.1, Viruses 
2845804,NC_008294.1, Viruses 
2845831,NC_074053.1, Viruses 
2845833,NC_074055.1, Viruses 
2845835,NC_033729.1, Viruses 
2845838,NC_074448.1, Viruses 
2845841,NC_074058.1, Viruses 
2845843,NC_075299.1, Viruses 
2845844,NC_073819.1, Viruses 
2845848,NC_074060.1, Viruses 
2845851,NC_074063.1, Viruses 
2845854,NC_074450.1, Viruses 
2845858,NC_033168.1, Viruses 
2845860,NC_076459.1, Viruses 
2845861,NC_074452.1, Viruses 
2845862,NC_074065.1, Viruses 
2845867,NC_074453.1, Viruses 
2845868,NC_073822.1, Viruses 
2845870,NC_074070.1, Viruses 
2845872,NC_074071.1, Viruses 
2845873,NC_076126.1, Viruses 
2845939,NC_006884.2, Viruses 
2845941,NC_048803.1, Viruses 
2845947,NC_074076.1, Viruses 
2845949,NC_029094.1, Viruses 
2845951,NC_021300.1, Viruses 
2845952,NC_020849.1, Viruses 
2845954,NC_054890.1, Viruses 
2845959,NC_048697.1, Viruses 
2845961,NC_007808.1, Viruses 
2845962,NC_048687.1, Viruses 
2845967,NC_048638.1, Viruses 
2845969,NC_049456.2, Viruses 
2845970,NC_054970.1, Viruses 
2845972,NC_074454.1, Viruses 
2845974,NC_074079.1, Viruses 
2845978,NC_073824.1, Viruses 
2845985,NC_074461.1, Viruses 
2845986,NC_076499.1, Viruses 
2845988,NC_074080.1, Viruses 
2845989,NC_074462.1, Viruses 
